name,cv_mean_f1,cv_std_f1,test_accuracy,test_precision,test_recall,test_f1,fit_time_s
LogisticRegression,0.2541498330676233,0.00041800943165435576,0.3493044275284617,0.2652067853534405,0.3493044275284617,0.2543310105922078,2.2393314838409424
RandomForest,0.7586988323554765,0.002703002198361784,0.7628612783245391,0.7906338454727102,0.7628612783245391,0.7689395821642413,34.16205668449402
GaussianNB,0.4864052965017037,0.0013036086512037953,0.5030523086069795,0.516992530730274,0.5030523086069795,0.4858954347306587,0.4353322982788086
DecisionTree,0.8053053803926333,0.0013810592710813475,0.8165889876244369,0.8165713357820349,0.8165889876244369,0.8165573435527089,109.8820447921753
ExtraTrees,0.7636223843971917,0.004058260790728517,0.768757099935238,0.7937777265511864,0.768757099935238,0.7735315813632772,10.064401626586914
